host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,guests_included,availability_365,square_meters,review_activity_duration,amenity_score,summary_content_score,description_content_score,property_type_weighted,room_type_encoded,bed_type_encoded,cancellation_policy_numeric,neighbourhood_group_cleansed_encoded,neighbourhood_cleansed_encoded,neighbourhood_encoded,city_encoded,state_encoded,zipcode_encoded,market_encoded,country_encoded,price_log,review_overall_score
4.0,40.42419802934364,-3.7030486300921694,5,1.0,2,3,100.0,30.0,2,329,74.97272099999999,501.0,31,6,17,0.3333333333333333,1.0,0.8520040280841519,2,8,67.77452830188679,67.91066282420749,67.8210655120482,68.19055374592834,74.4219734079776,67.7640712945591,71.77488172810854,4.219507705176107,20.87777777777778
8.0,40.40865014423627,-3.694073983095919,2,1.0,1,1,150.0,20.0,1,287,24.990907,775.0,7,12,16,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,8,60.703778677462886,59.554729011689695,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,3.4657359027997265,27.16888888888889
142.0,40.428202562832986,-3.677896809913673,4,2.0,2,3,180.0,77.0,2,216,65.0321,300.0,42,4,11,0.3333333333333333,1.0,0.8520040280841519,3,35,84.07978723404256,82.58510638297872,67.8210655120482,68.19055374592834,123.82065217391305,67.7640712945591,71.77488172810854,5.19295685089021,18.24888888888889
1.0,40.394653029147285,-3.708177888895239,2,1.0,1,1,150.0,20.0,1,338,6.50321,917.0,33,9,9,0.3333333333333333,1.0,0.8520040280841519,1,7,36.67391304347826,39.97952218430034,67.8210655120482,66.70741482965931,40.595238095238095,67.7640712945591,71.77488172810854,4.0943445622221,23.198888888888888
1.0,40.41692516945545,-3.70470739684336,2,1.0,1,2,150.0,20.0,1,16,24.990907,359.0,19,1,1,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,8,85.71021992238033,84.62020460358056,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,3.610917912644224,17.134444444444444
1.0,40.40893453438679,-3.696476561392312,6,2.0,3,3,200.0,40.0,1,95,49.4708475,27.0,32,13,14,0.3333333333333333,1.0,0.8520040280841519,3,8,60.703778677462886,59.554729011689695,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,5.247024072160486,16.95777777777778
30.0,40.42414991503933,-3.712795839729772,2,1.0,1,2,150.0,20.0,1,362,24.990907,100.0,10,12,12,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,26,65.05092592592592,67.91066282420749,67.8210655120482,68.19055374592834,63.77536231884058,67.7640712945591,71.77488172810854,3.091042453358316,15.27
1.0,40.441588761953525,-3.700313983759158,2,1.0,1,1,150.0,20.0,1,269,24.990907,239.0,12,2,5,0.3333333333333333,1.0,0.8520040280841519,1,10,69.03448275862068,74.23595505617978,67.8210655120482,68.19055374592834,73.40522875816994,67.7640712945591,71.77488172810854,4.127134385045092,15.234444444444446
1.0,40.41402815148404,-3.708413384711342,4,1.0,1,2,150.0,15.0,2,239,47.7056905,76.0,18,11,13,0.3333333333333333,1.0,0.8520040280841519,3,8,77.30385487528345,81.32391304347826,67.8210655120482,68.19055374592834,67.76751269035533,67.7640712945591,71.77488172810854,3.951243718581428,17.454444444444444
3.0,40.43095261298944,-3.675646481345609,2,1.0,1,1,100.0,60.0,1,140,24.990907,844.0,16,9,9,0.3333333333333333,1.0,0.8520040280841519,1,35,65.69158878504673,82.11504424778761,67.8210655120482,66.70741482965931,73.68885317997294,67.7640712945591,71.77488172810854,4.189654742026425,17.01888888888889
207.0,40.4197376896518,-3.6987167296253656,4,2.0,1,1,150.0,35.0,2,107,47.7056905,0.0,15,1,13,0.3333333333333333,1.0,0.8520040280841519,3,8,79.4913112164297,78.93302180685359,67.8210655120482,68.19055374592834,74.4219734079776,67.7640712945591,71.77488172810854,4.499809670330265,15.247777777777776
8.0,48.85184416125593,2.348049825287108,4,1.0,1,1,400.0,80.0,2,316,65.0321,896.0,35,6,6,0.3333333333333333,1.0,0.8520040280841519,3,18,138.6,203.5,105.9080459770115,106.32558139534883,138.6,105.1590909090909,105.9080459770115,5.010635294096256,17.685555555555553
3.0,40.40411875561854,-3.680445588753712,2,2.0,1,1,100.0,25.0,1,365,23.504459,195.0,33,6,11,0.0,0.15037580105041076,0.4090312389650088,2,34,59.95614035087719,77.40229885057471,67.8210655120482,68.19055374592834,73.68885317997294,67.7640712945591,71.77488172810854,3.555348061489413,15.157777777777776
8.0,40.4122745400329,-3.706044237464004,2,2.0,1,1,150.0,10.0,1,326,24.990907,284.0,26,11,17,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,8,60.703778677462886,67.88117770767613,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,3.1780538303479458,22.28
10.0,40.45359803440904,-3.68528400633347,6,1.5,2,4,200.0,50.0,4,277,49.4708475,311.0,49,4,12,0.3333333333333333,1.0,0.8520040280841519,3,9,103.98148148148148,104.72222222222224,67.8210655120482,68.19055374592834,82.45454545454545,67.7640712945591,71.77488172810854,4.700480365792417,20.71
1.0,40.40134025481371,-3.6887156664890792,3,1.0,2,3,180.0,40.0,3,306,49.981814,0.0,44,4,15,0.3333333333333333,1.0,0.8520040280841519,2,0,53.195238095238096,53.21904761904762,67.8210655120482,68.19055374592834,45.323232323232325,67.7640712945591,71.77488172810854,4.31748811353631,18.0
8.0,40.41889804390298,-3.703256752811337,2,1.0,1,1,100.0,5.0,1,0,49.4708475,145.0,32,9,11,0.0,0.15037580105041076,0.8520040280841519,3,8,85.71021992238033,84.62020460358056,67.8210655120482,68.19055374592834,81.97660098522168,67.7640712945591,71.77488172810854,3.737669618283368,21.637777777777774
10.0,40.42319271738103,-3.7112486513892,4,1.0,1,2,250.0,15.0,2,248,47.7056905,454.0,47,1,8,0.3333333333333333,1.0,0.8520040280841519,3,8,77.30385487528345,67.91066282420749,67.8210655120482,68.19055374592834,73.68885317997294,67.7640712945591,71.77488172810854,4.718498871295094,24.17333333333333
1.0,40.43075415060211,-3.706269697310659,2,1.0,1,1,150.0,20.0,1,342,24.990907,359.0,24,10,10,0.3333333333333333,1.0,0.8520040280841519,1,10,59.34532374100719,62.88811188811189,67.8210655120482,68.19055374592834,61.73068893528184,67.7640712945591,71.77488172810854,4.605170185988092,17.134444444444444
1.0,40.4234269208225,-3.696808219611021,3,1.0,1,1,150.0,30.0,1,342,44.965052,0.0,19,6,9,0.3333333333333333,1.0,0.8520040280841519,1,8,79.4913112164297,78.93302180685359,67.8210655120482,68.19055374592834,73.68885317997294,67.7640712945591,71.77488172810854,3.7612001156935615,17.98111111111111
68.0,40.42449665455048,-3.678901006898674,4,2.0,2,4,180.0,250.0,1,364,65.0321,359.0,35,2,10,0.3333333333333333,1.0,0.8520040280841519,3,35,84.07978723404256,82.58510638297872,67.8210655120482,68.19055374592834,123.82065217391305,67.7640712945591,71.77488172810854,5.736572297479192,17.134444444444444
2.0,40.40385517347918,-3.701266059301084,2,1.5,1,1,100.0,5.0,1,343,26.01284,299.0,14,7,11,0.6666666666666667,0.15037580105041076,0.8520040280841519,3,0,53.195238095238096,53.21904761904762,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,3.555348061489413,16.964444444444446
1.0,40.41236670457516,-3.702661362041466,2,1.0,1,1,90.0,20.0,1,160,24.990907,286.0,25,12,16,0.3333333333333333,1.0,0.8520040280841519,2,8,60.703778677462886,59.554729011689695,67.8210655120482,68.19055374592834,67.57546602525557,135.875,71.77488172810854,4.174387269895637,21.007777777777772
1.0,40.42952449297128,-3.678605997441216,2,1.0,1,2,150.0,20.0,1,308,24.990907,347.0,18,8,8,0.3333333333333333,1.0,0.8520040280841519,3,35,65.69158878504673,82.11504424778761,67.8210655120482,68.19055374592834,84.47826086956522,67.7640712945591,71.77488172810854,4.248495242049359,17.576666666666668
2.0,40.418872676041794,-3.702913359483941,4,1.0,2,2,180.0,20.0,4,12,65.0321,239.0,28,7,11,0.3333333333333333,1.0,0.8520040280841519,2,8,85.71021992238033,84.62020460358056,67.8210655120482,68.19055374592834,81.97660098522168,67.7640712945591,71.77488172810854,4.867534450455582,17.28222222222222
1.0,40.408673315364254,-3.698362333430136,4,1.0,1,1,100.0,20.0,2,310,44.965052,1106.0,32,7,20,0.3333333333333333,1.0,0.8520040280841519,2,8,60.703778677462886,59.554729011689695,67.8210655120482,66.70741482965931,67.57546602525557,67.7640712945591,71.77488172810854,4.07753744390572,31.257777777777772
51.0,40.412823155557525,-3.707486865306563,2,1.0,1,1,200.0,32.0,2,290,2.78709,1475.0,19,14,14,0.3333333333333333,1.0,0.4090312389650088,2,8,77.30385487528345,67.88117770767613,67.8210655120482,63.69439421338156,67.57546602525557,67.7640712945591,71.77488172810854,4.174387269895637,16.226666666666667
2.0,40.38375249907562,-3.6497796933360274,6,2.0,1,5,100.0,20.0,1,199,49.4708475,1211.0,13,7,13,0.6666666666666667,0.15037580105041076,0.8520040280841519,1,32,24.46153846153846,44.59550561797753,67.8210655120482,63.69439421338156,32.06666666666667,67.7640712945591,71.77488172810854,2.995732273553991,18.01
1.0,40.40083582864485,-3.67089793351234,2,1.0,1,1,100.0,15.0,1,25,24.990907,288.0,33,8,15,0.3333333333333333,1.0,0.8520040280841519,2,34,52.9,60.97727272727273,67.8210655120482,68.19055374592834,59.73780487804878,67.7640712945591,71.77488172810854,3.912023005428146,19.461111111111112
3.0,40.43978712830035,-3.677477469541941,4,2.0,2,4,300.0,30.0,3,364,65.0321,359.0,20,6,7,0.3333333333333333,1.0,0.8520040280841519,3,9,64.47368421052632,65.15,67.8210655120482,68.19055374592834,64.14925373134328,67.7640712945591,71.77488172810854,4.382026634673881,17.134444444444444
1.0,40.42593673652578,-3.704239432299687,2,1.0,1,1,150.0,20.0,1,351,24.990907,277.0,12,6,6,0.3333333333333333,1.0,0.8520040280841519,1,8,67.77452830188679,67.91066282420749,67.8210655120482,68.19055374592834,74.4219734079776,67.7640712945591,71.77488172810854,3.80666248977032,16.10222222222222
13.0,40.416337249873166,-3.712171919228758,4,1.0,1,1,120.0,35.0,2,224,47.7056905,538.0,39,16,21,0.3333333333333333,1.0,0.8520040280841519,3,8,77.30385487528345,81.32391304347826,67.8210655120482,68.19055374592834,81.97660098522168,67.7640712945591,71.77488172810854,4.07753744390572,20.842222222222222
1.0,40.4357779095868,-3.71283990508637,4,1.0,2,2,150.0,20.0,2,0,65.0321,5.0,27,6,8,0.3333333333333333,1.0,0.8520040280841519,2,10,56.0,61.98230088495576,67.8210655120482,68.19055374592834,61.73068893528184,67.7640712945591,71.77488172810854,4.0943445622221,17.08555555555556
2.0,40.44490173408101,-3.6615679538649655,2,1.0,1,1,150.0,8.0,1,71,24.990907,181.0,36,7,9,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,9,64.47368421052632,65.15,67.8210655120482,68.19055374592834,64.14925373134328,67.7640712945591,71.77488172810854,3.1780538303479458,18.09555555555556
1.0,40.40819931340224,-3.691623098671609,1,1.0,1,1,150.0,20.0,1,43,19.974145,359.0,28,8,0,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,0,55.66666666666666,55.61538461538461,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,4.248495242049359,17.134444444444444
68.0,39.51044534784297,2.537485435657971,3,1.0,1,1,100.0,95.0,2,312,44.965052,359.0,30,4,7,0.3333333333333333,1.0,0.8520040280841519,3,38,158.6,87.63076923076923,147.0,151.02205882352942,150.9,177.36333333333334,71.77488172810854,4.31748811353631,17.134444444444444
1.0,40.41018380250028,-3.702696309809357,2,1.0,0,1,150.0,30.0,1,0,30.007669,545.0,18,7,7,0.3333333333333333,1.0,0.8520040280841519,3,8,60.703778677462886,59.554729011689695,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,3.9889840465642745,23.66
4.0,40.41318484669293,-3.70313091180074,4,1.5,2,3,100.0,35.0,2,285,65.0321,432.0,30,6,9,0.3333333333333333,1.0,0.8520040280841519,2,8,60.703778677462886,59.554729011689695,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,4.48863636973214,23.24111111111111
2.0,40.4104018236939,-3.7076276288631793,1,1.0,1,1,150.0,20.0,1,0,19.974145,390.0,23,7,7,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,8,60.703778677462886,67.88117770767613,67.8210655120482,68.19055374592834,67.76751269035533,67.7640712945591,71.77488172810854,3.688879454113936,15.243333333333332
1.0,40.41171343093704,-3.727623600766137,6,1.0,2,3,162.5,50.0,4,69,49.4708475,227.0,31,10,17,0.3333333333333333,1.0,0.8520040280841519,2,21,37.24203821656051,42.19254658385093,67.8210655120482,68.19055374592834,38.66,67.7640712945591,71.77488172810854,4.653960350157523,19.433333333333334
2.0,40.48218479138733,-3.72568389885215,1,1.0,1,1,100.0,15.0,1,249,65.0321,255.0,16,2,8,0.6666666666666667,0.15037580105041076,0.8520040280841519,3,16,129.02777777777777,104.39864864864865,67.8210655120482,66.70741482965931,148.46031746031747,67.7640712945591,71.77488172810854,3.044522437723423,17.63222222222222
3.0,40.41557825750078,-3.701989168075177,5,1.0,2,3,175.0,25.0,2,261,74.97272099999999,168.0,35,7,12,0.3333333333333333,1.0,0.8520040280841519,2,8,85.71021992238033,84.62020460358056,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,4.3694478524670215,18.70111111111111
57.0,40.41009047219073,-3.689781579193311,4,1.0,1,1,100.0,35.0,1,108,47.7056905,336.0,24,3,10,0.3333333333333333,1.0,0.8520040280841519,2,34,104.6,104.12121212121212,67.8210655120482,68.19055374592834,83.67920792079208,67.7640712945591,71.77488172810854,4.07753744390572,20.57
5.0,40.42274937948878,-3.715194404911992,4,1.0,1,2,450.0,50.0,2,290,47.7056905,283.0,51,4,16,0.3333333333333333,1.0,0.8520040280841519,1,26,65.05092592592592,67.22140221402213,67.8210655120482,68.19055374592834,63.77536231884058,67.7640712945591,71.77488172810854,4.553876891600541,19.494444444444444
24.0,40.41534580695421,-3.7065006836307393,4,1.0,1,2,100.0,20.0,1,337,47.7056905,359.0,24,21,24,0.3333333333333333,1.0,0.8520040280841519,3,8,85.71021992238033,84.62020460358056,67.8210655120482,68.19055374592834,81.97660098522168,67.7640712945591,71.77488172810854,4.59511985013459,17.134444444444444
4.0,40.39549621556664,-3.699838301398735,4,2.0,1,3,100.0,10.0,1,85,49.4708475,266.0,40,6,10,0.0,0.15037580105041076,0.8520040280841519,1,0,32.87912087912088,33.235955056179776,67.8210655120482,68.19055374592834,45.323232323232325,67.7640712945591,71.77488172810854,2.833213344056216,18.785555555555558
1.0,40.42507694012343,-3.7083296382169095,4,1.0,1,2,100.0,20.0,2,258,47.7056905,1079.0,24,1,10,0.3333333333333333,1.0,0.8520040280841519,2,8,67.77452830188679,67.91066282420749,67.8210655120482,68.19055374592834,61.73068893528184,67.7640712945591,71.77488172810854,4.700480365792417,23.39444444444445
17.0,40.41780052692709,-3.701370806422308,4,1.0,0,2,150.0,30.0,2,309,39.01926,359.0,20,7,7,0.3333333333333333,1.0,0.8520040280841519,1,8,85.71021992238033,84.62020460358056,67.8210655120482,68.19055374592834,81.97660098522168,67.7640712945591,71.77488172810854,4.700480365792417,17.134444444444444
28.0,40.41440383972163,-3.709015855327647,4,1.0,2,2,180.0,105.0,2,4,65.0321,575.0,18,7,16,0.3333333333333333,1.0,0.8520040280841519,3,8,77.30385487528345,81.32391304347826,67.8210655120482,68.19055374592834,67.76751269035533,67.7640712945591,71.77488172810854,4.976733742420574,17.804444444444446
8.0,40.416153730995056,-3.7026230003293263,4,1.0,1,2,150.0,20.0,2,268,47.7056905,634.0,44,16,23,0.3333333333333333,1.0,0.8520040280841519,2,8,85.71021992238033,84.62020460358056,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,4.248495242049359,31.785555555555558
1.0,40.46059379951127,-3.7026030035039015,3,1.0,1,1,300.0,20.0,2,346,44.965052,864.0,12,8,17,0.3333333333333333,1.0,0.8520040280841519,2,41,45.32,52.490566037735846,67.8210655120482,66.70741482965931,51.609375,67.7640712945591,71.77488172810854,4.0943445622221,17.80333333333333
23.0,40.41166737345391,-3.695875437869238,4,1.0,1,2,100.0,25.0,2,296,47.7056905,506.0,28,3,19,0.3333333333333333,1.0,0.8520040280841519,3,8,81.91542288557214,82.59599332220367,67.8210655120482,68.19055374592834,83.67920792079208,67.7640712945591,71.77488172810854,4.007333185232471,23.383333333333333
2.0,40.42422023796956,-3.709397074101071,4,1.0,1,2,150.0,20.0,2,295,47.7056905,1681.0,42,12,12,0.3333333333333333,1.0,0.8520040280841519,3,8,67.77452830188679,67.91066282420749,67.8210655120482,63.69439421338156,61.73068893528184,67.7640712945591,71.77488172810854,4.07753744390572,41.56222222222223
1.0,52.48943737150628,13.4020042644113,2,1.0,1,1,150.0,20.0,1,0,24.990907,359.0,12,6,6,0.3333333333333333,1.0,0.0,1,15,41.0,95.14285714285714,58.81818181818182,58.81818181818182,55.0,58.81818181818182,58.81818181818182,4.007333185232471,17.134444444444444
1.0,40.40898144981232,-3.707298774345492,3,1.0,0,1,150.0,20.0,2,304,44.965052,272.0,23,6,10,0.3333333333333333,1.0,0.8520040280841519,3,8,60.703778677462886,67.88117770767613,67.8210655120482,68.19055374592834,67.76751269035533,67.7640712945591,71.77488172810854,3.80666248977032,21.084444444444443
1.0,40.42606527009788,-3.677778988182072,3,1.0,0,2,150.0,15.0,2,285,44.965052,55.0,29,7,11,0.3333333333333333,1.0,0.8520040280841519,1,35,84.07978723404256,82.58510638297872,67.8210655120482,68.19055374592834,123.82065217391305,67.7640712945591,71.77488172810854,3.688879454113936,17.459999999999997
12.0,40.42931202834261,-3.684933180680748,4,1.0,2,2,200.0,30.0,3,227,65.0321,420.0,26,6,15,0.3333333333333333,1.0,0.8520040280841519,3,35,115.76470588235294,113.31764705882352,67.8210655120482,68.19055374592834,123.82065217391305,67.7640712945591,71.77488172810854,4.007333185232471,17.796666666666667
9.0,40.42650253025665,-3.701260461135631,6,2.0,3,4,200.0,50.0,2,328,49.4708475,45.0,27,3,11,0.6666666666666667,1.0,0.8520040280841519,3,8,79.4913112164297,78.93302180685359,67.8210655120482,68.19055374592834,74.4219734079776,67.7640712945591,71.77488172810854,4.553876891600541,18.66
68.0,39.56980113829621,2.6552469293230154,2,1.0,1,1,100.0,75.0,1,318,24.990907,115.0,25,7,9,0.3333333333333333,1.0,0.8520040280841519,5,38,109.96666666666668,77.40229885057471,91.0,151.02205882352942,71.33333333333333,177.36333333333334,71.77488172810854,3.8918202981106265,13.73
2.0,40.4043663380513,-3.731520773262553,1,1.0,1,1,85.0,15.0,1,89,19.974145,284.0,22,8,14,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,21,37.72,42.19254658385093,67.8210655120482,68.19055374592834,32.84,67.7640712945591,71.77488172810854,2.70805020110221,17.68111111111111
3.0,40.37274056321608,-3.690609729125742,1,1.0,1,1,200.0,20.0,1,244,19.974145,487.0,18,5,9,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,43,32.82142857142857,40.81981981981982,67.8210655120482,68.19055374592834,49.74074074074074,67.7640712945591,71.77488172810854,3.1354942159291497,17.834444444444443
6.0,40.4197852845389,-3.7013439320811874,2,1.0,1,1,100.0,12.0,1,324,23.504459,1337.0,17,3,18,0.0,0.15037580105041076,0.8520040280841519,3,8,85.71021992238033,84.62020460358056,67.8210655120482,66.70741482965931,74.4219734079776,67.7640712945591,71.77488172810854,3.555348061489413,22.89888888888889
11.0,39.53586721317092,2.7164714100373826,6,1.0,2,2,150.0,70.0,2,207,69.955959,271.0,21,0,18,0.3333333333333333,1.0,0.8520040280841519,3,38,109.96666666666668,77.40229885057471,57.5,151.02205882352942,57.5,177.36333333333334,71.77488172810854,4.442651256490317,18.424444444444443
1.0,40.4247597290477,-3.709529077889669,3,1.0,1,1,150.0,20.0,1,254,44.965052,1035.0,38,7,20,0.3333333333333333,1.0,0.8520040280841519,1,8,67.77452830188679,67.91066282420749,67.8210655120482,66.70741482965931,61.73068893528184,67.7640712945591,71.77488172810854,4.382026634673881,39.62555555555556
1.0,40.43827997007831,-3.699799139157044,4,1.0,2,2,180.0,30.0,2,306,65.0321,411.0,49,3,11,0.3333333333333333,1.0,0.8520040280841519,3,10,80.22689075630252,106.27388535031848,67.8210655120482,66.70741482965931,73.40522875816994,67.7640712945591,71.77488172810854,4.219507705176107,22.43777777777778
14.0,40.43020933718338,-3.702215695454776,6,2.0,2,3,200.0,30.0,6,122,69.955959,359.0,24,7,8,0.3333333333333333,1.0,0.8520040280841519,2,10,84.68359375,82.37959183673469,67.8210655120482,66.70741482965931,77.42207792207792,67.7640712945591,71.77488172810854,5.272999558563747,17.134444444444444
1.0,40.42866617805561,-3.702995887356501,6,2.0,2,3,200.0,35.0,5,212,69.955959,164.0,19,3,15,0.3333333333333333,1.0,0.8520040280841519,1,8,67.77452830188679,67.91066282420749,67.8210655120482,68.19055374592834,74.4219734079776,67.7640712945591,71.77488172810854,4.672828834461906,19.07444444444444
1.0,40.41675412123134,-3.7028186845741686,2,1.0,1,1,150.0,30.0,1,115,24.990907,37.0,41,8,8,0.3333333333333333,1.0,0.8520040280841519,3,8,85.71021992238033,84.62020460358056,67.8210655120482,68.19055374592834,81.97660098522168,67.7640712945591,71.77488172810854,4.605170185988092,18.104444444444443
5.0,40.41095961159948,-3.7105804316993742,5,1.0,3,4,469.0,174.0,2,327,79.98948299999999,996.0,45,4,16,0.3333333333333333,1.0,0.8520040280841519,3,8,77.30385487528345,67.88117770767613,67.8210655120482,66.70741482965931,67.76751269035533,67.7640712945591,71.77488172810854,5.438079308923196,19.85222222222222
2.0,40.41447511498588,-3.7068054928123626,4,1.0,1,2,150.0,25.0,2,278,47.7056905,1607.0,31,8,25,0.3333333333333333,1.0,0.8520040280841519,3,8,85.71021992238033,84.62020460358056,67.8210655120482,66.70741482965931,67.76751269035533,67.7640712945591,71.77488172810854,4.07753744390572,44.83222222222222
6.0,40.41654739690903,-3.7034407807181,2,1.0,0,1,150.0,25.0,1,287,30.007669,151.0,36,5,12,0.3333333333333333,1.0,0.8520040280841519,3,8,85.71021992238033,84.62020460358056,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,4.48863636973214,17.933333333333334
2.0,40.41288202187141,-3.706148908555036,7,2.0,2,5,200.0,65.0,2,40,49.4708475,874.0,35,0,17,0.3333333333333333,1.0,0.8520040280841519,3,8,60.703778677462886,67.88117770767613,67.8210655120482,66.70741482965931,67.57546602525557,67.7640712945591,71.77488172810854,4.77912349311153,24.142222222222223
4.0,41.85648940562124,12.48345072884585,3,1.0,1,2,100.0,15.0,1,107,44.965052,541.0,31,13,14,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,20,33.333333333333336,36.4,97.84848484848484,87.44897959183673,33.333333333333336,87.44897959183673,92.38709677419357,3.218875824868201,21.33
2.0,40.38134530571267,-3.698504252216293,2,1.0,1,1,150.0,20.0,1,148,24.990907,29.0,15,3,4,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,43,48.92105263157895,40.81981981981982,67.8210655120482,68.19055374592834,38.583333333333336,67.7640712945591,71.77488172810854,2.995732273553991,12.625555555555556
4.0,40.42547546162393,-3.660841192317541,2,1.0,1,1,150.0,30.0,1,277,24.990907,0.0,19,6,6,0.3333333333333333,1.0,0.8520040280841519,1,35,55.30357142857143,62.67692307692308,67.8210655120482,68.19055374592834,52.051886792452834,67.7640712945591,71.77488172810854,4.248495242049359,14.178888888888888
1.0,55.68455815525122,12.569701914187108,5,1.0,3,5,150.0,20.0,1,270,79.98948299999999,1362.0,35,15,15,0.3333333333333333,1.0,0.8520040280841519,2,31,235.66666666666663,55.0,367.25,338.7692307692308,55.0,379.3571428571428,379.3571428571428,4.007333185232471,21.071111111111108
1.0,40.42247796997057,-3.7101564044628295,4,1.0,1,2,100.0,20.0,2,293,47.7056905,381.0,25,12,17,0.3333333333333333,1.0,0.8520040280841519,2,8,77.30385487528345,81.32391304347826,67.8210655120482,68.19055374592834,81.97660098522168,67.7640712945591,71.77488172810854,4.143134726391533,26.912222222222223
2.0,40.436851701900125,-3.681469742313322,2,1.0,1,1,150.0,5.0,1,135,24.990907,56.0,20,5,5,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,35,115.76470588235294,113.31764705882352,67.8210655120482,68.19055374592834,84.47826086956522,67.7640712945591,71.77488172810854,3.4657359027997265,18.49333333333333
5.0,40.42681615568267,-3.705762177892824,2,1.0,0,1,150.0,25.0,1,263,30.007669,679.0,20,4,10,0.3333333333333333,1.0,0.8520040280841519,2,8,67.77452830188679,67.91066282420749,67.8210655120482,68.19055374592834,74.4219734079776,67.7640712945591,71.77488172810854,3.6375861597263857,37.6
1.0,40.46520517169441,-3.686554985975618,3,1.0,1,1,150.0,5.0,2,2,44.965052,140.0,26,5,15,0.3333333333333333,1.0,0.8520040280841519,1,9,108.66037735849056,109.01923076923076,67.8210655120482,68.19055374592834,82.45454545454545,67.7640712945591,71.77488172810854,3.784189633918261,16.14777777777778
1.0,40.42527445432861,-3.7063391407800137,2,1.0,1,1,150.0,20.0,1,280,24.990907,359.0,10,8,8,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,8,67.77452830188679,67.91066282420749,67.8210655120482,68.19055374592834,74.4219734079776,67.7640712945591,71.77488172810854,2.995732273553991,17.134444444444444
1.0,40.42003581609541,-3.701078533327592,4,1.0,1,2,150.0,20.0,1,228,47.7056905,359.0,26,13,13,0.3333333333333333,1.0,0.8520040280841519,1,8,79.4913112164297,78.93302180685359,67.8210655120482,68.19055374592834,81.97660098522168,67.7640712945591,71.77488172810854,4.553876891600541,17.134444444444444
0.0,40.41527816237359,-3.698586781166541,2,1.0,1,2,150.0,20.0,2,191,35.024431,1289.0,28,23,23,0.3333333333333333,1.0,0.8520040280841519,3,8,81.91542288557214,82.59599332220367,67.8210655120482,66.70741482965931,83.67920792079208,67.7640712945591,71.77488172810854,4.0943445622221,23.486666666666665
2.0,40.44709293429295,-3.699402583676119,4,1.0,1,2,100.0,20.0,2,92,47.7056905,232.0,32,7,9,0.3333333333333333,1.0,0.8520040280841519,2,41,71.18691588785046,88.0,67.8210655120482,66.70741482965931,73.68885317997294,67.7640712945591,71.77488172810854,3.80666248977032,21.03222222222222
2.0,40.41232014280388,-3.694723931203142,2,1.0,1,2,150.0,20.0,2,263,24.990907,548.0,21,7,17,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,8,81.91542288557214,82.59599332220367,67.8210655120482,68.19055374592834,83.67920792079208,67.7640712945591,71.77488172810854,3.688879454113936,20.846666666666668
3.0,40.42672887421848,-3.6985410714178975,3,1.0,1,2,198.0,65.0,2,41,44.965052,1136.0,18,10,15,0.3333333333333333,1.0,0.8520040280841519,3,8,79.4913112164297,78.93302180685359,67.8210655120482,66.70741482965931,74.4219734079776,67.7640712945591,71.77488172810854,4.276666119016055,17.91111111111111
4.0,40.46273462722326,-3.651223803545471,2,2.0,1,2,150.0,20.0,1,337,24.990907,327.0,40,3,14,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,19,49.388888888888886,53.22222222222222,67.8210655120482,68.19055374592834,50.42528735632184,67.7640712945591,71.77488172810854,3.295836866004329,19.790000000000003
2.0,40.41755901684821,-3.695859686329052,6,2.0,2,3,250.0,36.0,4,94,69.955959,196.0,27,16,19,0.3333333333333333,1.0,0.8520040280841519,1,8,81.91542288557214,82.59599332220367,67.8210655120482,68.19055374592834,83.67920792079208,67.7640712945591,71.77488172810854,4.787491742782046,21.11111111111111
