host_total_listings_count,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,reviews_per_month,square_meters,days_since_first_review,days_since_last_review,review_activity_duration,amenity_score,summary_content_score,description_content_score,property_type_weighted,room_type_encoded,bed_type_encoded
2.0,usera,orcasitas,usera,madrid,comunidad de madrid,28041,madrid,"madrid, spain",es,spain,40.36986506210491,-3.711832110400479,private room,2,1.0,1,1,pullout sofa,17.0,119.0,510.0,150.0,20.0,1,0,1,1125,7,29,53,201,60,93.0,9.0,10.0,9.0,9.0,9.0,9.0,strict,4.55,24.990907,3227.0,2833.0,394.0,35,0,0,2,40.90114068441065,58.024875621890544
2.0,hortaleza,canillas,hortaleza,madrid,comunidad de madrid,28043,madrid,"madrid, spain",es,spain,40.46271731453275,-3.653301601690155,entire homeapt,5,1.0,2,4,real bed,118.0,750.0,1970.0,350.0,20.0,3,18,2,1125,0,21,51,326,5,100.0,10.0,10.0,10.0,10.0,9.0,10.0,moderate,0.54,74.97272099999999,3111.0,3029.0,82.0,40,6,15,2,95.02906410791267,74.05585819282318
2.0,hispanoamerica,hispanoamerica,chamartin,madrid,comunidad de madrid,28016,madrid,"madrid, spain",es,spain,40.45678043099655,-3.679786184679658,entire homeapt,8,2.0,2,4,real bed,70.0,490.0,2100.0,200.0,60.0,6,5,1,1125,12,36,61,63,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,moderate,1.21,82.033349,3223.0,2864.0,359.0,21,7,7,2,95.02906410791267,74.05585819282318
2.0,malasana,universidad,centro,madrid,community of madrid,28004,madrid,"madrid, spain",es,spain,40.42703109103293,-3.7032217576576345,entire homeapt,3,1.0,1,2,real bed,45.0,376.0,1000.0,100.0,20.0,2,15,2,1125,6,26,43,313,202,81.0,8.0,9.0,9.0,9.0,9.0,8.0,moderate,4.29,44.965052,4244.0,2839.0,1405.0,17,3,12,2,95.02906410791267,74.05585819282318
4.0,puente de vallecas,numancia,puente de vallecas,madrid,comunidad de madrid,28038,madrid,"madrid, spain",es,spain,40.39942743927711,-3.66681380320714,entire homeapt,4,1.0,2,3,real bed,75.0,525.0,2250.0,162.5,30.0,1,0,4,1125,16,46,76,351,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,49.4708475,3223.0,2864.0,359.0,24,12,12,2,95.02906410791267,74.05585819282318
8.0,la latina,palacio,centro,madrid,comunidad de madrid,28005,madrid,"madrid, spain",es,spain,40.40751543977083,-3.711511340138322,private room,2,2.0,1,1,real bed,33.0,231.0,990.0,180.0,17.0,1,0,1,1125,4,10,26,98,18,87.0,9.0,8.0,9.0,9.0,9.0,9.0,strict,3.53,23.504459,2984.0,2835.0,149.0,22,8,8,1,40.90114068441065,74.05585819282318
1.0,malasana,universidad,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.42825292397489,-3.703636736107888,entire homeapt,1,1.0,0,1,real bed,50.0,200.0,600.0,150.0,25.0,1,0,7,1125,0,0,0,189,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,49.4708475,3223.0,2864.0,359.0,17,4,4,2,95.02906410791267,74.05585819282318
1.0,hortaleza,apostol santiago,hortaleza,madrid,comunidad de madrid,,madrid,"madrid, spain",es,spain,40.4751740978518,-3.662607658272032,private room,3,1.0,1,2,real bed,21.0,147.0,630.0,150.0,5.0,1,0,1,110,0,0,0,95,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,0.34,44.965052,3010.0,2997.0,13.0,21,9,11,2,40.90114068441065,74.05585819282318
2.0,imperial,imperial,arganzuela,madrid,comunidad de madrid,28005,madrid,"madrid, spain",es,spain,40.41111168626559,-3.7184561127306,private room,2,1.0,1,5,real bed,31.0,217.0,930.0,150.0,20.0,2,10,1,1125,16,36,45,317,4,73.0,7.0,6.0,10.0,9.0,5.0,8.0,strict,1.94,24.990907,2893.0,2871.0,22.0,29,8,17,2,40.90114068441065,74.05585819282318
1.0,castillejos,castillejos,tetuan,madrid,comunidad de madrid,28020,madrid,"madrid, spain",es,spain,40.46429769962909,-3.693317526702351,private room,2,1.0,1,1,real bed,28.0,280.0,600.0,100.0,20.0,1,10,7,1125,0,0,25,300,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,0.65,26.01284,2877.0,2877.0,0.0,31,5,17,3,40.90114068441065,74.05585819282318
1.0,villa de vallecas,casco historico de vallecas,villa de vallecas,madrid,madrid,28031,madrid,"madrid, spain",es,spain,40.36794348632281,-3.599276407606007,private room,1,1.1,1,1,real bed,80.0,560.0,2400.0,150.0,20.0,1,0,1,730,30,60,90,365,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,19.974145,3223.0,2864.0,359.0,11,0,0,2,40.90114068441065,74.05585819282318
3.0,jeronimos,jeronimos,retiro,madrid,comunidad de madrid,28014,madrid,"madrid, spain",es,spain,40.413845870182094,-3.691106038759993,entire homeapt,4,1.0,1,2,real bed,130.0,910.0,3900.0,150.0,20.0,1,0,2,1125,23,53,83,358,2,80.0,8.0,8.0,8.0,9.0,8.0,10.0,flexible,0.14,47.7056905,3250.0,3180.0,70.0,37,7,7,2,95.02906410791267,74.05585819282318
1.0,hispanoamerica,hispanoamerica,chamartin,madrid,madrid,28016,madrid,"madrid, spain",es,spain,40.45232114955806,-3.67917124503547,entire homeapt,2,1.0,1,1,real bed,58.0,406.0,1740.0,150.0,20.0,1,17,4,1125,9,31,50,325,38,97.0,10.0,10.0,10.0,10.0,9.0,10.0,strict,1.15,24.990907,3819.0,2871.0,948.0,28,4,9,2,95.02906410791267,74.05585819282318
12.0,sol,sol,centro,madrid,community of madrid,,madrid,"madrid, spain",es,spain,40.41532255501067,-3.707893799109269,shared room,8,0.0,1,8,real bed,21.0,147.0,630.0,100.0,12.0,1,21,1,1125,21,49,78,353,27,92.0,9.0,9.0,10.0,9.0,10.0,9.0,strict,0.78,49.4708475,3866.0,2856.0,1010.0,21,13,16,1,31.320987654320987,74.05585819282318
3.0,ciudad jardin,ciudad jardin,chamartin,madrid,comunidad de madrid,28002,madrid,"madrid, spain",es,spain,40.44336348653783,-3.6757582355331127,private room,1,1.0,1,2,real bed,25.0,150.0,400.0,100.0,20.0,1,15,20,1125,0,7,37,127,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,1.21,19.974145,3223.0,2864.0,359.0,22,4,6,2,40.90114068441065,74.05585819282318
8.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.40747195322558,-3.701308988651116,private room,2,1.0,1,1,real bed,30.0,200.0,600.0,150.0,20.0,1,0,2,1125,10,33,63,338,76,86.0,9.0,9.0,9.0,9.0,9.0,9.0,moderate,2.99,24.990907,3593.0,2855.0,738.0,17,12,18,2,40.90114068441065,74.05585819282318
1.0,palacio,palacio,centro,madrid,comunidad de madrid,,madrid,"madrid, spain",es,spain,40.42223594891337,-3.711639286661217,entire homeapt,2,1.0,0,1,real bed,55.0,385.0,1650.0,150.0,15.0,1,0,1,30,5,9,39,39,1,80.0,8.0,6.0,10.0,10.0,10.0,8.0,flexible,1.0,30.007669,2839.0,2839.0,0.0,44,6,6,3,95.02906410791267,74.05585819282318
1.0,embajadores,embajadores,centro,"madrid, comunidad de madrid, es",madrid,"2802
28012",madrid,"madrid, comunidad de madrid, es, spain",es,spain,40.40987112470195,-3.703544868255378,private room,2,1.0,1,1,real bed,28.0,196.0,840.0,150.0,10.0,1,12,2,1125,23,53,83,358,2,90.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,2.0,24.990907,2845.0,2838.0,7.0,16,5,10,2,40.90114068441065,74.05585819282318
5.0,la latina,embajadores,centro,madrid,comunidad de madrid,28005,madrid,"madrid, spain",es,spain,40.41238778317114,-3.706975406794533,private room,2,1.0,1,1,real bed,30.0,210.0,900.0,150.0,9.0,1,0,1,7,4,24,52,327,56,95.0,10.0,10.0,10.0,10.0,10.0,9.0,moderate,7.78,24.990907,3047.0,2844.0,203.0,20,9,10,2,40.90114068441065,74.05585819282318
3.0,pacifico,pacifico,retiro,madrid,comunidad de madrid,28014,madrid,"madrid, spain",es,spain,40.40622609968429,-3.680553754050309,entire homeapt,4,1.0,1,2,real bed,70.0,490.0,2100.0,200.0,30.0,2,12,3,1125,14,32,51,322,32,90.0,9.0,9.0,10.0,10.0,9.0,9.0,strict,1.9,47.7056905,3335.0,2845.0,490.0,34,6,10,2,95.02906410791267,74.05585819282318
40.0,recoletos,recoletos,salamanca,madrid,comunidad de madrid,28001,madrid,"madrid, spain",es,spain,40.42678900899815,-3.682027943426733,entire homeapt,6,2.0,3,4,real bed,210.0,1470.0,6300.0,700.0,140.0,1,0,4,1125,3,9,20,286,9,93.0,9.0,10.0,9.0,10.0,10.0,9.0,strict,0.38,99.963628,3548.0,2912.0,636.0,26,5,6,2,95.02906410791267,74.05585819282318
1.0,valdeacederas,valdeacederas,tetuan,madrid,comunidad de madrid,28039,madrid,"madrid, spain",es,spain,40.461849622645005,-3.700078347653802,entire homeapt,4,1.0,2,3,real bed,55.0,385.0,1650.0,150.0,85.0,2,15,5,1125,1,8,38,313,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,0.23,49.4708475,2961.0,2961.0,0.0,32,7,7,3,95.02906410791267,74.05585819282318
1.0,ciudad jardin,ciudad jardin,chamartin,madrid,comunidad de madrid,28002,madrid,"madrid, spain",es,spain,40.44518535780399,-3.67513557912964,entire homeapt,4,1.0,0,2,real bed,80.0,560.0,2400.0,150.0,15.0,1,0,2,1125,0,0,0,251,33,98.0,10.0,10.0,10.0,10.0,9.0,10.0,moderate,2.0,44.965052,3325.0,2859.0,466.0,27,3,9,3,95.02906410791267,74.05585819282318
1.0,cortes,cortes,centro,madrid,comunidad de madrid,28014,madrid,"madrid, spain",es,spain,40.41434159228014,-3.6971887478657126,entire homeapt,5,2.0,2,3,real bed,85.0,595.0,2500.0,100.0,40.0,4,15,2,40,0,10,17,96,123,96.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,5.27,74.97272099999999,3531.0,2836.0,695.0,29,6,7,2,95.02906410791267,74.05585819282318
25.0,parione,i centro storico,isole,rome,lazio,00186,rome,"rome, italy",it,italy,41.8959320981424,12.473540267975636,private room,2,1.0,1,1,real bed,105.0,735.0,2100.0,100.0,32.0,1,0,3,365,30,60,90,365,10,84.0,9.0,9.0,9.0,10.0,10.0,9.0,strictnew,0.14,2.78709,4969.0,3864.0,1105.0,9,10,10,2,40.90114068441065,74.05585819282318
1.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.40982866746892,-3.70104983427401,entire homeapt,4,1.0,1,2,real bed,58.0,406.0,1740.0,90.0,25.0,2,10,2,1125,5,10,24,111,74,95.0,10.0,10.0,10.0,10.0,9.0,10.0,moderate,6.43,47.7056905,3176.0,2835.0,341.0,19,6,18,2,95.02906410791267,74.05585819282318
3.0,cuatro caminos,cuatro caminos,tetuan,madrid,comunidad de madrid,,madrid,"madrid, spain",es,spain,40.45424578498314,-3.693833331225238,private room,1,1.0,1,1,real bed,32.0,224.0,960.0,300.0,25.0,1,0,3,1125,30,60,90,365,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,14.028353,3223.0,2864.0,359.0,29,6,10,3,40.90114068441065,74.05585819282318
45.0,justicia,justicia,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.42124212144014,-3.6978998077683554,entire homeapt,6,2.5,3,3,real bed,210.0,1470.0,6300.0,300.0,90.0,1,0,5,1125,16,39,49,324,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,0.69,99.963628,3137.0,2871.0,266.0,40,5,12,2,95.02906410791267,74.05585819282318
1.0,sol,sol,centro,madrid,community of madrid,28013,madrid,"madrid, spain",es,spain,40.41698883655367,-3.706573031980893,entire homeapt,4,1.0,1,1,real bed,50.0,280.0,1500.0,150.0,15.0,2,20,1,7,12,20,48,323,321,91.0,9.0,9.0,10.0,10.0,10.0,9.0,moderate,6.59,47.7056905,4293.0,2845.0,1448.0,29,14,14,2,95.02906410791267,74.05585819282318
30.0,arguelles,arguelles,moncloa  aravaca,madrid,comunidad de madrid,28015,madrid,"madrid, spain",es,spain,40.42503033751535,-3.712920091882323,shared room,10,1.0,1,10,real bed,11.0,77.0,330.0,150.0,20.0,1,15,1,1125,30,60,90,365,3,53.0,5.0,6.0,7.0,7.0,8.0,5.0,strict,0.48,49.4708475,3019.0,2873.0,146.0,10,9,9,2,31.320987654320987,74.05585819282318
3.0,villa de vallecas,casco historico de vallecas,villa de vallecas,madrid,comunidad de madrid,28051,madrid,"madrid, spain",es,spain,40.37238392639342,-3.6091289494249663,entire homeapt,6,2.0,2,4,real bed,100.0,700.0,3000.0,150.0,10.0,4,15,1,1125,20,47,74,347,8,98.0,10.0,10.0,10.0,10.0,9.0,10.0,moderate,1.71,69.955959,2971.0,2845.0,126.0,22,8,11,2,95.02906410791267,74.05585819282318
1.0,pacifico,pacifico,retiro,madrid,comunidad de madrid,28007,madrid,"madrid, spain",es,spain,40.40392112187946,-3.681468679993115,entire homeapt,4,1.0,2,3,real bed,77.0,499.0,1999.0,200.0,30.0,2,15,3,90,6,20,37,312,38,95.0,10.0,10.0,10.0,10.0,9.0,10.0,moderate,0.73,109.997152,4389.0,2836.0,1553.0,36,2,17,2,95.02906410791267,74.05585819282318
2.0,la latina,palacio,centro,madrid,community of madrid,28005,madrid,"madrid, spain",es,spain,40.41179162145978,-3.709707931327856,entire homeapt,4,1.0,2,3,real bed,70.0,420.0,1680.0,180.0,30.0,2,15,3,365,11,29,49,223,24,88.0,9.0,9.0,10.0,9.0,10.0,9.0,flexible,0.66,65.0321,3921.0,2851.0,1070.0,27,8,17,2,95.02906410791267,74.05585819282318
2.0,aluche,carmenes,latina,madrid,madrid,28047,madrid,"madrid, spain",es,spain,40.4034095295952,-3.740841968636018,private room,1,1.0,1,1,real bed,16.0,98.0,370.0,150.0,20.0,1,8,2,730,0,0,0,250,23,90.0,9.0,9.0,9.0,10.0,8.0,9.0,strict,0.76,9.011591,3743.0,2961.0,782.0,40,9,12,2,40.90114068441065,74.05585819282318
2.0,la latina,embajadores,centro,madrid,comunidad de madrid,28005,madrid,"madrid, spain",es,spain,40.40832459136998,-3.709361289735925,private room,2,1.0,1,1,real bed,36.0,252.0,1080.0,150.0,20.0,1,0,2,1125,21,43,44,316,8,93.0,9.0,9.0,10.0,9.0,10.0,9.0,flexible,1.71,24.990907,2971.0,2835.0,136.0,26,11,11,2,40.90114068441065,74.05585819282318
1.0,puente de vallecas,san diego,puente de vallecas,madrid,comunidad de madrid,28053,madrid,"madrid, spain",es,spain,40.39695655202311,-3.6691737222808976,entire homeapt,6,1.0,2,3,real bed,51.0,357.0,1530.0,200.0,20.0,1,0,1,1125,4,20,45,305,20,92.0,10.0,10.0,10.0,9.0,9.0,9.0,strict,2.91,49.4708475,3037.0,2845.0,192.0,27,14,18,2,95.02906410791267,74.05585819282318
1.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.40793170649486,-3.697293228265264,entire homeapt,6,1.0,2,3,real bed,50.0,350.0,1400.0,100.0,25.0,2,20,2,1125,8,21,32,305,42,86.0,9.0,9.0,9.0,9.0,10.0,9.0,moderate,2.08,69.955959,3438.0,2845.0,593.0,32,5,10,3,95.02906410791267,74.05585819282318
4.0,palacio,palacio,centro,madrid,comunidad de madrid,28013,madrid,"madrid, spain",es,spain,40.42132609229604,-3.709198451179676,entire homeapt,4,1.0,1,1,real bed,75.0,560.0,1600.0,150.0,25.0,2,15,2,30,13,32,51,52,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,0.06,47.7056905,3308.0,3308.0,0.0,32,8,16,2,95.02906410791267,74.05585819282318
2.0,imperial,imperial,arganzuela,madrid,comunidad de madrid,28019,madrid,"madrid, spain",es,spain,40.40181997898699,-3.720882511180665,private room,2,2.0,1,1,real bed,25.0,175.0,750.0,150.0,20.0,1,0,2,30,7,37,67,342,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,0.05,24.990907,3451.0,3451.0,0.0,14,9,9,2,40.90114068441065,74.05585819282318
1.0,st peters,marrickville,isole,st peters,nsw,2044,sydney,"st peters, australia",au,australia,-33.90875590852075,151.17940449631453,entire homeapt,2,1.0,1,1,real bed,116.0,845.0,2982.0,200.0,95.0,2,0,5,60,1,10,19,198,41,95.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.24,24.990907,3823.0,2889.0,934.0,48,3,11,2,95.02906410791267,74.05585819282318
7.0,gaztambide,gaztambide,chamberi,madrid,comunidad de madrid,28015,madrid,"madrid, spain",es,spain,40.43154106389871,-3.7119274791047263,entire homeapt,4,1.0,1,2,real bed,48.0,336.0,1440.0,150.0,20.0,2,15,1,30,4,26,43,290,127,95.0,10.0,10.0,10.0,10.0,10.0,9.0,moderate,9.07,47.7056905,3251.0,2842.0,409.0,36,16,23,2,95.02906410791267,74.05585819282318
1.0,hortaleza,valdefuentes,hortaleza,madrid,comunidad de madrid,28050,madrid,"madrid, spain",es,spain,40.48822959671668,-3.655187282718996,private room,1,1.0,1,2,real bed,30.0,150.0,400.0,500.0,20.0,1,15,5,1125,0,0,0,0,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,moderate,1.21,19.974145,3223.0,2864.0,359.0,36,4,8,2,40.90114068441065,74.05585819282318
7.0,sol,sol,centro,madrid,comunidad de madrid,28013,madrid,"madrid, spain",es,spain,40.41770267639684,-3.703388821306458,private room,3,2.0,1,1,real bed,20.0,140.0,600.0,150.0,10.0,1,10,2,30,10,23,47,47,22,78.0,9.0,8.0,9.0,9.0,10.0,8.0,strict,4.29,44.965052,2985.0,2849.0,136.0,32,15,21,2,40.90114068441065,74.05585819282318
1.0,jordaan,centrumwest,mitte,amsterdam,noordholland,1016,amsterdam,"amsterdam, netherlands",nl,netherlands,52.37383102570014,4.879301025116711,entire homeapt,2,1.0,2,1,real bed,125.0,875.0,3750.0,375.0,55.0,1,0,14,60,0,0,0,90,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,74.97272099999999,3223.0,2864.0,359.0,25,8,13,2,95.02906410791267,74.05585819282318
1.0,shepherds bush,hammersmith and fulham,hortaguinardo,london,england,w12,london,"london, united kingdom",gb,united kingdom,51.504107463086,-0.2440708923762975,private room,1,1.5,1,1,real bed,25.0,175.0,750.0,300.0,12.0,1,0,1,1125,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,0.43,14.028353,2936.0,2936.0,0.0,27,7,7,3,40.90114068441065,74.05585819282318
1.0,almagro,almagro,chamberi,madrid,community of madrid,28010,madrid,"madrid, spain",es,spain,40.43121164946459,-3.696615364027493,entire homeapt,4,1.0,2,2,real bed,77.0,412.0,2310.0,250.0,11.0,1,10,1,1125,0,0,0,242,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,65.0321,3223.0,2864.0,359.0,18,6,17,2,95.02906410791267,74.05585819282318
1.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.40755256850714,-3.6998941473333273,private room,2,1.0,1,1,real bed,23.0,161.0,690.0,95.0,5.0,1,7,2,30,9,39,69,70,3,87.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,3.0,24.990907,2858.0,2845.0,13.0,20,9,9,2,40.90114068441065,74.05585819282318
1.0,justicia,justicia,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.42169100576581,-3.695427839544605,entire homeapt,2,1.0,1,1,real bed,69.0,483.0,2070.0,150.0,15.0,1,0,2,1125,3,3,3,51,7,94.0,10.0,10.0,10.0,10.0,10.0,9.0,moderate,0.89,24.990907,3068.0,2852.0,216.0,23,10,10,2,95.02906410791267,74.05585819282318
1.0,hortaleza,valdefuentes,hortaleza,madrid,comunidad de madrid,28050,madrid,"madrid, spain",es,spain,40.495749591705305,-3.654127785794447,private room,1,2.0,1,1,real bed,24.0,168.0,500.0,150.0,20.0,1,0,1,1125,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,0.1,49.4708475,3411.0,3305.0,106.0,28,5,0,2,40.90114068441065,74.05585819282318
1.0,santa monica,santa monica,capitol hill,santa monica,ca,90401,los angeles,"santa monica, ca",us,united states,34.019919872398425,-118.49682229952526,private room,2,2.0,1,1,real bed,95.0,750.0,3000.0,150.0,50.0,1,0,7,90,29,58,58,89,4,95.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,0.18,24.990907,3477.0,2837.0,640.0,36,3,12,2,40.90114068441065,74.05585819282318
10.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.4102955423828,-3.6977032398380745,entire homeapt,4,1.0,1,2,real bed,70.0,460.0,1900.0,200.0,20.0,1,0,2,1125,3,11,23,273,72,89.0,9.0,9.0,9.0,9.0,9.0,9.0,flexible,4.01,47.7056905,3370.0,2848.0,522.0,28,8,11,2,95.02906410791267,74.05585819282318
1.0,little italy,little italy,capitol hill,san diego,ca,92101,los angeles,"san diego, ca",us,united states,32.724537386274925,-117.1682232601182,entire homeapt,2,1.0,1,1,real bed,180.0,1260.0,5400.0,150.0,25.0,1,0,3,3,0,0,0,0,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,50.0282655,3223.0,2864.0,359.0,29,3,3,3,95.02906410791267,74.05585819282318
2.0,palacio,palacio,centro,madrid,comunidad de madrid,28013,madrid,"madrid, spain",es,spain,40.41675165440318,-3.711232374277421,entire homeapt,7,2.0,3,6,real bed,128.0,896.0,3840.0,150.0,60.0,2,10,3,30,9,17,25,256,25,95.0,10.0,10.0,10.0,10.0,10.0,9.0,moderate,3.73,49.4708475,3032.0,2834.0,198.0,27,4,9,2,95.02906410791267,74.05585819282318
1.0,justicia,justicia,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.421316055228445,-3.698953970558059,entire homeapt,2,1.0,0,1,pullout sofa,40.0,280.0,1200.0,250.0,25.0,1,30,2,1125,3,24,42,317,44,90.0,9.0,9.0,9.0,9.0,10.0,9.0,strict,3.44,30.007669,3215.0,2837.0,378.0,27,8,12,2,95.02906410791267,58.024875621890544
2.0,trafalgar,trafalgar,chamberi,madrid,comunidad de madrid,28010,madrid,"madrid, spain",es,spain,40.43326153347088,-3.702869245272885,private room,1,1.0,1,1,real bed,50.0,400.0,1000.0,150.0,30.0,1,0,1,1125,0,0,30,305,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,0.13,19.974145,3054.0,3054.0,0.0,34,4,10,2,40.90114068441065,74.05585819282318
1.0,jeronimos,jeronimos,retiro,madrid,comunidad de madrid,28014,madrid,"madrid, spain",es,spain,40.40828273665473,-3.680423244919736,private room,2,1.0,1,1,real bed,45.0,300.0,1300.0,150.0,25.0,1,0,2,90,0,17,42,317,31,98.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.36,24.990907,3514.0,2836.0,678.0,39,10,14,2,40.90114068441065,74.05585819282318
51.0,malasana,universidad,centro,madrid,madrid,28004,madrid,"madrid, spain",es,spain,40.42524049908436,-3.705042821360965,entire homeapt,4,1.0,1,1,real bed,81.0,446.0,1620.0,200.0,32.0,2,11,4,1125,9,33,58,333,7,83.0,10.0,9.0,10.0,9.0,10.0,9.0,moderate,0.24,4.180635,3722.0,2869.0,853.0,30,22,22,2,95.02906410791267,74.05585819282318
1.0,cortes,cortes,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41466716856863,-3.699360215419391,entire homeapt,4,1.5,2,2,real bed,120.0,790.0,2900.0,150.0,40.0,2,50,1,1125,26,56,86,361,16,94.0,10.0,9.0,10.0,10.0,10.0,9.0,flexible,0.75,49.4708475,3474.0,3016.0,458.0,21,13,15,3,95.02906410791267,74.05585819282318
1.0,cortes,cortes,centro,madrid,comunidad de madrid,28014,madrid,"madrid, spain",es,spain,40.411141578546186,-3.695919040926372,entire homeapt,2,1.0,2,2,real bed,35.0,245.0,1050.0,200.0,50.0,1,0,15,60,0,0,0,0,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,74.97272099999999,3223.0,2864.0,359.0,20,6,6,2,95.02906410791267,74.05585819282318
1.0,la latina,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.4082398150537,-3.704535063751761,entire homeapt,4,1.0,2,2,real bed,55.0,295.0,1100.0,300.0,15.0,2,10,2,1125,0,0,0,257,20,81.0,8.0,9.0,10.0,10.0,9.0,7.0,moderate,1.1,65.0321,3375.0,2923.0,452.0,15,13,18,2,95.02906410791267,74.05585819282318
1.0,goya,goya,salamanca,madrid,comunidad de madrid,28006,madrid,"madrid, spain",es,spain,40.42829430833729,-3.674938504578396,private room,2,1.0,1,1,real bed,35.0,245.0,1050.0,150.0,20.0,1,0,1,10,7,27,31,306,4,95.0,9.0,9.0,10.0,10.0,10.0,10.0,flexible,0.97,24.990907,2955.0,2866.0,89.0,34,3,11,2,40.90114068441065,74.05585819282318
51.0,trafalgar,trafalgar,chamberi,madrid,madrid,28010,madrid,"madrid, spain",es,spain,40.43083244416787,-3.701326558310444,entire homeapt,4,1.0,1,1,real bed,88.0,595.0,1836.0,200.0,32.0,2,11,5,1125,1,1,8,283,3,80.0,8.0,7.0,9.0,9.0,9.0,8.0,moderate,0.1,5.109665,3755.0,3284.0,471.0,27,15,15,2,95.02906410791267,74.05585819282318
5.0,justicia,justicia,centro,madrid,community of madrid,28004,madrid,"madrid, spain",es,spain,40.42436042208624,-3.700040163390977,entire homeapt,2,1.0,1,1,real bed,60.0,385.0,1350.0,200.0,16.0,2,15,2,1125,9,22,45,320,101,93.0,9.0,10.0,10.0,10.0,10.0,9.0,strict,2.54,24.990907,4024.0,2834.0,1190.0,23,1,13,2,95.02906410791267,74.05585819282318
10.0,adelfas,adelfas,retiro,madrid,comunidad de madrid,28007,madrid,"madrid, spain",es,spain,40.401148609764654,-3.668727558110664,entire homeapt,4,1.0,1,1,real bed,71.0,497.0,2130.0,150.0,20.0,1,0,2,1125,15,42,70,243,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,moderate,1.21,47.7056905,3223.0,2864.0,359.0,22,16,16,2,95.02906410791267,74.05585819282318
1.0,la latina,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41107621018935,-3.704878395321,entire homeapt,4,1.0,1,3,real bed,50.0,350.0,1500.0,150.0,15.0,1,0,2,730,9,20,32,296,68,84.0,9.0,9.0,10.0,10.0,9.0,9.0,strict,6.62,47.7056905,3139.0,2838.0,301.0,23,12,15,2,95.02906410791267,74.05585819282318
1.0,cortes,cortes,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41472631264078,-3.702572740554893,entire homeapt,2,1.0,1,1,real bed,98.0,686.0,2940.0,100.0,25.0,1,0,2,7,3,19,33,70,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,1.21,24.990907,3223.0,2864.0,359.0,17,5,5,2,95.02906410791267,74.05585819282318
