host_total_listings_count,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,reviews_per_month,square_meters,days_since_first_review,days_since_last_review,review_activity_duration,amenity_score,summary_content_score,description_content_score,property_type_weighted,room_type_encoded,bed_type_encoded
2.0,arguelles,casa de campo,moncloa  aravaca,madrid,comunidad de madrid,28008,madrid,"madrid, spain",es,spain,40.42306960324938,-3.715919539380402,private room,2,1.5,1,1,real bed,40.0,280.0,1200.0,150.0,15.0,1,9,5,31,7,37,63,134,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,1.21,24.990907,3223.0,2864.0,359.0,21,1,5,2,40.90114068441065,74.05585819282318
1.0,carabanchel,opanel,carabanchel,madrid,comunidad de madrid,28019,madrid,"madrid, spain",es,spain,40.393040051990575,-3.719456686081845,private room,1,1.0,1,1,real bed,19.0,125.0,400.0,150.0,20.0,1,0,1,1125,30,60,90,365,4,95.0,10.0,9.0,10.0,10.0,9.0,10.0,flexible,0.17,19.974145,3543.0,2839.0,704.0,18,5,12,2,40.90114068441065,74.05585819282318
1.0,malasana,universidad,centro,madrid,comunidad de madrid,28005,madrid,"madrid, spain",es,spain,40.42502395341507,-3.70123420127738,entire homeapt,3,1.0,1,2,pullout sofa,86.0,602.0,2580.0,150.0,20.0,1,0,2,30,14,30,55,55,24,88.0,9.0,9.0,10.0,10.0,10.0,9.0,moderate,2.57,44.965052,3111.0,2838.0,273.0,35,12,13,2,95.02906410791267,58.024875621890544
1.0,goya,goya,salamanca,madrid,comunidad de madrid,28006,madrid,"madrid, spain",es,spain,40.42749853495203,-3.674998710101349,entire homeapt,4,1.0,1,1,real bed,90.0,750.0,1300.0,200.0,30.0,1,0,1,1125,0,0,0,135,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,0.39,47.7056905,3454.0,2924.0,530.0,19,3,12,2,95.02906410791267,74.05585819282318
12.0,sol,sol,centro,madrid,comunidad de madrid,28013,madrid,"madrid, spain",es,spain,40.4172390076433,-3.708195720981502,entire homeapt,5,1.0,1,3,real bed,85.0,595.0,2550.0,150.0,25.0,2,15,1,1125,16,16,16,77,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,0.71,49.981814,2873.0,2873.0,0.0,28,10,14,2,95.02906410791267,74.05585819282318
3.0,justicia,justicia,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.42486294043703,-3.699008870138941,private room,1,1.0,1,1,real bed,19.0,133.0,570.0,100.0,5.0,1,0,3,180,0,0,0,8,11,95.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,3.27,19.974145,2932.0,2838.0,94.0,22,9,10,2,40.90114068441065,74.05585819282318
6.0,arapiles,arapiles,chamberi,madrid,comunidad de madrid,28015,madrid,"madrid, spain",es,spain,40.43038814860902,-3.705962511801567,private room,2,2.0,1,1,real bed,25.0,175.0,750.0,100.0,5.0,1,0,1,1125,18,46,76,351,4,60.0,5.0,6.0,10.0,9.0,10.0,6.0,strict,0.92,26.01284,2961.0,2888.0,73.0,14,3,3,3,40.90114068441065,74.05585819282318
3.0,la latina,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41272840529026,-3.705459325123848,entire homeapt,4,1.0,1,2,real bed,73.0,511.0,2190.0,95.0,25.0,1,0,2,1125,13,36,46,321,10,94.0,10.0,10.0,10.0,9.0,10.0,9.0,moderate,4.41,47.7056905,2899.0,2844.0,55.0,37,6,11,2,95.02906410791267,74.05585819282318
2.0,cortes,cortes,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41482404383698,-3.701936345036589,private room,2,1.0,1,1,real bed,32.0,224.0,960.0,150.0,20.0,1,0,1,1125,6,16,38,302,115,89.0,9.0,9.0,9.0,10.0,10.0,9.0,strict,5.91,24.990907,3415.0,2839.0,576.0,9,4,13,2,40.90114068441065,74.05585819282318
1.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41091186245957,-3.6996793524874527,entire homeapt,5,1.0,2,4,real bed,80.0,560.0,2400.0,200.0,30.0,4,15,2,1125,5,8,19,86,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,3.87,74.97272099999999,2893.0,2835.0,58.0,23,14,18,2,95.02906410791267,74.05585819282318
1.0,malasana,universidad,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.42147611344337,-3.703468734545913,entire homeapt,3,1.0,1,1,real bed,50.0,350.0,1500.0,150.0,5.0,1,0,1,1125,4,22,37,294,38,75.0,8.0,7.0,9.0,9.0,9.0,8.0,strict,5.64,44.965052,3033.0,2834.0,199.0,27,3,3,2,95.02906410791267,74.05585819282318
1.0,carabanchel,san isidro,carabanchel,madrid,comunidad de madrid,28019,madrid,"madrid, spain",es,spain,40.39601590121744,-3.7294217186005785,entire homeapt,6,2.0,2,5,real bed,110.0,770.0,3300.0,120.0,30.0,4,15,3,7,0,0,0,107,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,69.955959,3223.0,2864.0,359.0,28,6,11,3,95.02906410791267,74.05585819282318
11.0,sol,sol,centro,madrid,comunidad de madrid,28005,madrid,"madrid, spain",es,spain,40.414755352124985,-3.707931545061381,entire homeapt,7,1.0,2,5,real bed,119.0,833.0,3570.0,180.0,35.0,4,15,2,1125,7,31,57,157,58,91.0,9.0,10.0,9.0,10.0,10.0,9.0,strict,4.44,49.4708475,3223.0,2837.0,386.0,35,11,16,2,95.02906410791267,74.05585819282318
1.0,la latina,embajadores,centro,madrid,madrid,28005,madrid,"madrid, spain",es,spain,40.40862414919823,-3.707648835483386,entire homeapt,2,1.0,1,1,real bed,75.0,420.0,1300.0,150.0,20.0,1,0,2,90,0,2,21,143,114,98.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.8,40.041193,4727.0,2879.0,1848.0,18,30,30,2,95.02906410791267,74.05585819282318
114.0,justicia,justicia,centro,madrid,community of madrid,28004,madrid,"madrid, spain",es,spain,40.42152965775956,-3.69993145290686,private room,2,3.0,1,1,real bed,20.0,140.0,600.0,150.0,15.0,1,5,10,1125,0,6,36,311,3,67.0,9.0,7.0,7.0,7.0,10.0,8.0,strict,0.09,24.990907,3786.0,3420.0,366.0,16,10,16,2,40.90114068441065,74.05585819282318
2.0,trafalgar,trafalgar,chamberi,madrid,madrid,28010,madrid,"madrid, spain",es,spain,40.43175273613181,-3.7006611924031474,private room,2,1.0,1,1,real bed,35.0,245.0,1050.0,150.0,10.0,1,10,2,1125,9,39,69,112,32,91.0,9.0,9.0,10.0,10.0,10.0,9.0,strict,0.47,24.990907,4872.0,2933.0,1939.0,48,3,17,2,40.90114068441065,74.05585819282318
2.0,atocha,atocha,arganzuela,madrid,comunidad de madrid,28045,madrid,"madrid, spain",es,spain,40.40749602606256,-3.692412626257897,entire homeapt,7,1.0,3,5,real bed,84.0,588.0,2520.0,150.0,25.0,3,10,2,1125,11,35,56,329,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,1.21,49.4708475,3223.0,2864.0,359.0,26,9,9,2,95.02906410791267,74.05585819282318
1.0,carabanchel,san isidro,carabanchel,madrid,comunidad de madrid,28019,madrid,"madrid, spain",es,spain,40.394998446044575,-3.7323631057619737,private room,2,1.0,1,1,real bed,25.0,100.0,350.0,100.0,10.0,1,55,3,1125,29,59,89,90,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,moderate,1.21,24.990907,3223.0,2864.0,359.0,28,2,11,2,40.90114068441065,74.05585819282318
1.0,malasana,universidad,centro,madrid,comunidad de madrid,28015,madrid,"madrid, spain",es,spain,40.42744918908048,-3.710998294136551,entire homeapt,2,1.0,1,1,real bed,55.0,385.0,1650.0,150.0,20.0,1,0,3,11,0,0,0,0,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,moderate,1.21,24.990907,3223.0,2864.0,359.0,19,10,14,2,95.02906410791267,74.05585819282318
30.0,arguelles,arguelles,moncloa  aravaca,madrid,comunidad de madrid,28008,madrid,"madrid, spain",es,spain,40.423117577128494,-3.713235306099589,private room,2,1.0,1,2,real bed,22.0,154.0,660.0,150.0,20.0,1,0,2,1125,29,59,89,364,10,82.0,8.0,8.0,9.0,10.0,10.0,9.0,strict,1.69,24.990907,3008.0,2873.0,135.0,8,7,7,2,40.90114068441065,74.05585819282318
2.0,sol,sol,centro,madrid,community of madrid,28012,madrid,"madrid, spain",es,spain,40.41679653535756,-3.704462350045468,entire homeapt,2,1.0,0,1,real bed,69.0,419.0,1257.0,150.0,20.0,1,0,2,360,3,7,15,220,297,96.0,10.0,9.0,10.0,10.0,10.0,10.0,moderate,6.07,30.007669,4300.0,2837.0,1463.0,43,5,14,3,95.02906410791267,74.05585819282318
11.0,sol,sol,centro,madrid,madrid,28012,madrid,"madrid, spain",es,spain,40.41487477521917,-3.706138110097797,entire homeapt,4,1.0,2,3,real bed,95.0,695.0,1700.0,100.0,30.0,2,10,3,365,6,14,31,300,30,93.0,10.0,9.0,10.0,9.0,10.0,9.0,moderate,0.61,87.979141,4299.0,2872.0,1427.0,28,11,11,2,95.02906410791267,74.05585819282318
2.0,aluche,lucero,latina,madrid,comunidad de madrid,28011,madrid,"madrid, spain",es,spain,40.40647672938207,-3.75063202024774,private room,2,1.0,1,1,real bed,60.0,420.0,1800.0,150.0,20.0,1,0,2,4,30,60,90,365,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,0.05,24.990907,3378.0,3378.0,0.0,33,7,7,2,40.90114068441065,74.05585819282318
6.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.407155287543965,-3.701369113949057,entire homeapt,4,1.0,0,2,real bed,45.0,315.0,1350.0,150.0,20.0,2,15,1,1125,1,5,11,140,42,95.0,10.0,9.0,10.0,10.0,9.0,10.0,moderate,5.92,39.01926,3044.0,2834.0,210.0,30,1,6,2,95.02906410791267,74.05585819282318
2.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.40970526956559,-3.700160786463936,entire homeapt,6,1.0,2,2,real bed,105.0,735.0,3150.0,150.0,20.0,1,0,3,1125,6,20,33,246,3,93.0,10.0,10.0,10.0,10.0,9.0,10.0,moderate,3.0,69.955959,2849.0,2833.0,16.0,31,3,3,3,95.02906410791267,74.05585819282318
14.0,les corts nabe,les corts,les corts,barcelona,catalonia,08028,barcelona,"barcelona, spain",es,spain,41.38502335249915,2.132222666338252,entire homeapt,4,1.0,2,3,real bed,100.0,700.0,3000.0,250.0,35.0,2,25,3,30,4,13,13,111,29,92.0,9.0,9.0,10.0,10.0,9.0,9.0,moderate,0.61,65.0321,4256.0,2845.0,1411.0,38,6,15,2,95.02906410791267,74.05585819282318
142.0,recoletos,recoletos,salamanca,madrid,comunidad de madrid,28001,madrid,"madrid, spain",es,spain,40.421394905670525,-3.690069449987978,entire homeapt,6,3.0,3,4,real bed,536.0,3752.0,16080.0,200.0,103.0,1,0,3,1125,11,23,30,182,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,0.74,99.963628,3033.0,2933.0,100.0,42,4,9,2,95.02906410791267,74.05585819282318
4.0,cortes,cortes,centro,madrid,community of madrid,,madrid,"madrid, spain",es,spain,40.41506952262361,-3.70118436737742,private room,1,1.5,1,1,real bed,30.0,210.0,600.0,150.0,20.0,1,0,28,200,0,0,6,281,2,100.0,10.0,9.0,9.0,10.0,9.0,10.0,flexible,0.06,19.974145,3777.0,3432.0,345.0,31,3,17,2,40.90114068441065,74.05585819282318
2.0,almagro,almagro,chamberi,madrid,comunidad de madrid,28010,madrid,"madrid, spain",es,spain,40.43540540546684,-3.697644533179015,private room,2,1.0,1,1,real bed,58.0,406.0,1740.0,200.0,25.0,1,0,1,1125,7,22,43,71,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,1.21,24.990907,3223.0,2864.0,359.0,46,12,16,2,40.90114068441065,74.05585819282318
25.0,cortes,cortes,centro,madrid,community of madrid,28014,madrid,"madrid, spain",es,spain,40.41785429758966,-3.697619337456163,private room,4,2.0,1,3,real bed,38.0,380.0,780.0,150.0,12.0,2,28,1,365,15,45,75,350,135,92.0,9.0,9.0,10.0,9.0,10.0,9.0,strict,3.13,47.7056905,4124.0,2956.0,1168.0,25,7,8,2,40.90114068441065,74.05585819282318
40.0,malasana,universidad,centro,madrid,community of madrid,28004,madrid,"madrid, spain",es,spain,40.424649721068114,-3.704829579465703,entire homeapt,4,1.0,2,2,real bed,138.0,869.0,2899.0,200.0,70.0,2,20,2,1125,0,0,0,68,10,78.0,8.0,8.0,8.0,8.0,10.0,8.0,strict,0.32,49.4708475,3768.0,2908.0,860.0,18,11,21,3,95.02906410791267,74.05585819282318
1.0,justicia,justicia,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.42385741417272,-3.6960182660276586,entire homeapt,2,1.0,1,1,real bed,63.0,441.0,1890.0,150.0,15.0,1,0,1,1125,8,35,61,150,7,100.0,10.0,9.0,10.0,9.0,10.0,9.0,moderate,5.0,11.984487,2873.0,2838.0,35.0,33,5,14,2,95.02906410791267,74.05585819282318
1.0,almagro,almagro,chamberi,madrid,comunidad de madrid,28010,madrid,"madrid, spain",es,spain,40.43517595557687,-3.690953271164509,entire homeapt,8,3.0,4,6,real bed,200.0,1400.0,6000.0,500.0,100.0,4,15,2,1125,0,0,0,209,11,96.0,10.0,10.0,10.0,10.0,10.0,9.0,moderate,1.26,200.020159,3092.0,2908.0,184.0,33,5,7,2,95.02906410791267,74.05585819282318
68.0,pacifico,palma de mallorca,santsmontjuic,palma,illes balears,07013,mallorca island,"palma, spain",es,spain,39.57327143601408,2.634731936031271,entire homeapt,2,1.0,1,1,real bed,80.0,560.0,2400.0,100.0,75.0,1,0,1,1125,17,46,68,343,1,80.0,10.0,10.0,6.0,10.0,10.0,8.0,superstrict60,0.17,24.990907,3033.0,3033.0,0.0,27,3,17,2,95.02906410791267,74.05585819282318
4.0,la latina,embajadores,centro,madrid,community of madrid,28012,madrid,"madrid, spain",es,spain,40.41055038940031,-3.706212720356598,entire homeapt,4,1.0,2,2,real bed,70.0,440.0,1501.0,100.0,20.0,2,10,2,160,0,2,15,287,158,93.0,10.0,10.0,10.0,10.0,9.0,9.0,strict,4.13,65.0321,3980.0,2924.0,1056.0,22,16,29,2,95.02906410791267,74.05585819282318
2.0,arapiles,arapiles,chamberi,madrid,comunidad de madrid,28015,madrid,"madrid, spain",es,spain,40.43734671704623,-3.707940367402188,private room,1,1.0,1,1,real bed,20.0,126.0,400.0,150.0,20.0,2,15,1,1125,0,0,6,281,10,94.0,10.0,9.0,10.0,10.0,10.0,10.0,moderate,0.44,19.974145,3508.0,2972.0,536.0,11,6,9,2,40.90114068441065,74.05585819282318
1.0,san giovanni,vii san giovannicinecitta,isole,roma,lazio,00179,rome,"roma, italy",it,italy,41.87074203418159,12.52971697745235,entire homeapt,6,2.0,2,3,real bed,150.0,1050.0,2500.0,200.0,60.0,1,0,2,1125,30,60,90,365,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,moderatenew,1.21,69.955959,3223.0,2864.0,359.0,22,2,5,2,95.02906410791267,74.05585819282318
1.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.40922441992643,-3.704158138738516,entire homeapt,2,1.0,1,1,real bed,40.0,300.0,1200.0,120.0,20.0,1,0,1,21,3,11,15,15,101,85.0,9.0,9.0,9.0,9.0,9.0,9.0,strict,9.93,24.990907,3136.0,2840.0,296.0,28,8,14,2,95.02906410791267,74.05585819282318
5.0,guindalera,guindalera,salamanca,madrid,comunidad de madrid,28028,madrid,"madrid, spain",es,spain,40.43840871528349,-3.67154228913858,entire homeapt,3,1.0,0,2,real bed,45.0,400.0,1300.0,150.0,20.0,2,5,1,1125,2,32,62,337,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,moderate,1.21,44.965052,3223.0,2864.0,359.0,24,3,3,2,95.02906410791267,74.05585819282318
9.0,usera,almendrales,usera,madrid,comunidad de madrid,28026,madrid,"madrid, spain",es,spain,40.38528298511549,-3.7028329252391137,entire homeapt,1,1.0,0,1,real bed,32.0,224.0,960.0,150.0,20.0,1,0,5,1125,5,5,27,205,2,90.0,9.0,8.0,10.0,10.0,9.0,9.0,moderate,0.4,49.4708475,2981.0,2947.0,34.0,30,5,12,2,95.02906410791267,74.05585819282318
2.0,lb of brent,bromley,hortaguinardo,london,england,se20 8az,london,"london, united kingdom",gb,united kingdom,51.41528786284968,-0.0710240004913038,private room,2,1.5,1,1,real bed,22.0,154.0,660.0,155.0,15.0,1,10,3,1125,30,60,90,365,4,75.0,8.0,8.0,9.0,9.0,8.0,8.0,moderate,0.52,24.990907,3099.0,2882.0,217.0,35,4,4,2,40.90114068441065,74.05585819282318
1.0,sterbro,sterbro,pankow,kbenhavn,capital region of denmark,2100,copenhagen,"kbenhavn, denmark",dk,denmark,55.69614764888701,12.570999751613652,entire homeapt,4,1.0,2,2,real bed,392.0,2744.0,11760.0,150.0,325.0,2,100,7,26,20,26,26,26,2,80.0,8.0,9.0,10.0,9.0,9.0,7.0,moderate,0.12,65.0321,3255.0,3079.0,176.0,18,3,3,2,95.02906410791267,74.05585819282318
1.0,palos do moguer,palos de moguer,arganzuela,madrid,comunidad de madrid,28045,madrid,"madrid, spain",es,spain,40.40255653710703,-3.69387005648881,entire homeapt,4,2.0,2,2,real bed,100.0,700.0,3000.0,180.0,50.0,2,50,1,1125,23,53,83,358,6,97.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,0.56,65.0321,3150.0,2873.0,277.0,35,8,10,2,95.02906410791267,74.05585819282318
1.0,la chopera,chopera,arganzuela,madrid,comunidad de madrid,28045,madrid,"madrid, spain",es,spain,40.39139579555721,-3.695322429109288,private room,1,1.0,1,1,real bed,30.0,210.0,900.0,150.0,20.0,1,0,15,30,0,0,0,0,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,19.974145,3223.0,2864.0,359.0,13,3,3,2,40.90114068441065,74.05585819282318
2.0,cuatro caminos,cuatro caminos,tetuan,madrid,madrid,28020,madrid,"madrid, spain",es,spain,40.45240927202583,-3.699048478776108,entire homeapt,9,2.0,3,8,real bed,100.0,600.0,1800.0,150.0,50.0,4,10,2,100,8,23,40,284,65,90.0,10.0,9.0,10.0,10.0,9.0,9.0,strict,1.56,109.997152,4081.0,2839.0,1242.0,27,6,24,2,95.02906410791267,74.05585819282318
1.0,san blas,simancas,san blas  canillejas,madrid,comunidad de madrid,28037,madrid,"madrid, spain",es,spain,40.43662565963918,-3.616988094344124,private room,2,1.0,1,1,real bed,26.0,182.0,780.0,150.0,20.0,1,5,1,30,29,59,89,364,10,94.0,9.0,9.0,10.0,9.0,9.0,10.0,flexible,3.75,24.990907,2911.0,2838.0,73.0,38,3,5,2,40.90114068441065,74.05585819282318
3.0,malasana,universidad,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.42351616604896,-3.70121368751106,entire homeapt,2,1.0,0,1,real bed,60.0,500.0,1500.0,150.0,20.0,1,0,2,30,5,23,53,106,93,93.0,9.0,9.0,9.0,10.0,10.0,9.0,moderate,2.53,30.007669,3934.0,2845.0,1089.0,44,10,15,2,95.02906410791267,74.05585819282318
1.0,cortes,cortes,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41399878238336,-3.701034810000652,entire homeapt,8,2.0,3,5,real bed,98.0,686.0,2940.0,200.0,35.0,4,20,1,1125,6,10,15,236,10,98.0,10.0,10.0,10.0,10.0,10.0,9.0,moderate,3.45,99.963628,2918.0,2844.0,74.0,31,5,16,2,95.02906410791267,74.05585819282318
2.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.4089910852382,-3.6998048214660617,entire homeapt,3,1.0,1,1,real bed,55.0,385.0,1650.0,150.0,20.0,2,10,3,1125,0,0,0,275,6,93.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,2.34,44.965052,2908.0,2852.0,56.0,20,4,11,2,95.02906410791267,74.05585819282318
12.0,la latina,palacio,centro,madrid,comunidad de madrid,28005,madrid,"madrid, spain",es,spain,40.41168421087796,-3.7102315088452498,entire homeapt,4,1.0,1,2,real bed,52.0,364.0,1560.0,150.0,30.0,1,0,1,1125,0,0,0,0,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,47.7056905,3223.0,2864.0,359.0,22,9,9,2,95.02906410791267,74.05585819282318
3.0,palacio,palacio,centro,madrid,community of madrid,28013,madrid,"madrid, spain",es,spain,40.416968822636726,-3.7094389211089993,entire homeapt,2,1.0,1,1,real bed,85.0,600.0,1800.0,100.0,30.0,1,0,3,1125,12,32,45,320,90,95.0,10.0,9.0,10.0,10.0,10.0,10.0,strict,2.69,24.990907,3836.0,2871.0,965.0,31,5,16,2,95.02906410791267,74.05585819282318
1.0,carroll gardens,carroll gardens,brooklyn,brooklyn,ny,11231,new york,"brooklyn, ny",us,united states,40.68189437285076,-73.99695046091453,entire homeapt,2,1.0,1,1,real bed,150.0,850.0,4500.0,500.0,100.0,2,25,1,1125,0,0,0,0,6,83.0,9.0,9.0,10.0,10.0,10.0,8.0,moderate,0.28,24.990907,3453.0,3081.0,372.0,32,8,8,2,95.02906410791267,74.05585819282318
2.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.40911881978731,-3.70097835427472,entire homeapt,2,1.0,1,2,real bed,60.0,350.0,1100.0,150.0,15.0,2,10,2,120,19,48,75,350,23,83.0,8.0,9.0,9.0,9.0,9.0,8.0,moderate,1.42,24.990907,3318.0,2859.0,459.0,21,10,18,2,95.02906410791267,74.05585819282318
9.0,palos do moguer,palos de moguer,arganzuela,madrid,comunidad de madrid,28045,madrid,"madrid, spain",es,spain,40.403798102689215,-3.6965187525455376,private room,2,1.0,1,1,real bed,25.0,175.0,750.0,91.0,10.0,1,7,1,1125,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,0.58,24.990907,2985.0,2979.0,6.0,25,6,10,2,40.90114068441065,74.05585819282318
2.0,humboldt park,west town,manhattan,chicago,il,60647,chicago,"chicago, il",us,united states,41.91010068372407,-87.69292368275366,private room,2,1.0,1,1,real bed,55.0,385.0,1650.0,100.0,25.0,1,15,2,1125,2,2,2,131,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,0.15,26.01284,2999.0,2999.0,0.0,19,1,1,3,40.90114068441065,74.05585819282318
1.0,delicias,delicias,arganzuela,madrid,comunidad de madrid,28045,madrid,"madrid, spain",es,spain,40.39195753208849,-3.693986039697222,private room,1,1.0,1,1,real bed,17.0,119.0,510.0,175.0,19.0,1,0,3,1125,7,35,58,329,28,95.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,1.93,81.011416,3266.0,2870.0,396.0,15,6,8,1,40.90114068441065,74.05585819282318
1.0,ciudad lineal,quintana,ciudad lineal,madrid,comunidad de madrid,28027,madrid,"madrid, spain",es,spain,40.43648614967492,-3.642676439926216,private room,1,1.0,1,1,real bed,21.0,147.0,630.0,150.0,20.0,1,10,2,1125,17,32,62,337,17,95.0,10.0,10.0,10.0,10.0,9.0,10.0,moderate,2.82,49.4708475,3012.0,2837.0,175.0,17,7,8,2,40.90114068441065,74.05585819282318
3.0,sol,sol,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41669359406721,-3.705829973775008,entire homeapt,4,1.0,1,2,real bed,78.0,546.0,2340.0,150.0,10.0,1,0,1,1125,10,16,33,296,156,91.0,9.0,9.0,10.0,10.0,10.0,9.0,strict,7.97,47.7056905,3418.0,2835.0,583.0,37,8,14,2,95.02906410791267,74.05585819282318
68.0,nueva espana,nueva espana,chamartin,madrid,comunidad de madrid,28016,madrid,"madrid, spain",es,spain,40.46604743436038,-3.674319870370175,entire homeapt,10,5.0,5,9,real bed,875.0,6125.0,26250.0,100.0,375.0,1,0,30,1125,0,0,0,261,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,1.21,99.963628,3223.0,2864.0,359.0,40,5,0,3,95.02906410791267,74.05585819282318
1.0,palos do moguer,palos de moguer,arganzuela,madrid,comunidad de madrid,28045,madrid,"madrid, spain",es,spain,40.40359658967003,-3.691014034237242,private room,4,1.0,1,4,real bed,35.0,245.0,1050.0,150.0,20.0,1,0,2,5,0,0,0,0,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,47.7056905,3223.0,2864.0,359.0,11,10,10,2,40.90114068441065,74.05585819282318
1.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.40979397367376,-3.694794113396979,entire homeapt,7,1.0,3,6,real bed,120.0,840.0,3490.0,300.0,50.0,4,10,2,60,7,21,21,86,80,97.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,3.37,120.030676,3544.0,2838.0,706.0,23,4,18,2,95.02906410791267,74.05585819282318
1.0,justicia,justicia,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.42381675807568,-3.693485055705088,entire homeapt,2,1.0,1,1,real bed,120.0,840.0,3600.0,150.0,20.0,1,0,2,1125,10,40,70,345,19,99.0,10.0,9.0,10.0,10.0,10.0,10.0,strict,1.17,24.990907,3319.0,2978.0,341.0,38,8,17,2,95.02906410791267,74.05585819282318
1.0,aluche,aguilas,latina,madrid,comunidad de madrid,28044,madrid,"madrid, spain",es,spain,40.37720593630286,-3.783050892729719,private room,1,1.0,1,1,real bed,14.0,98.0,420.0,150.0,20.0,1,5,1,1125,0,0,7,221,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,19.974145,3223.0,2864.0,359.0,27,3,11,2,40.90114068441065,74.05585819282318
1.0,ciudad lineal,ventas,ciudad lineal,madrid,comunidad de madrid,28017,madrid,"madrid, spain",es,spain,40.43199124853233,-3.65042715656932,private room,1,1.0,1,1,real bed,16.0,112.0,480.0,150.0,20.0,1,8,1,30,7,37,67,342,7,94.0,10.0,9.0,10.0,10.0,10.0,10.0,flexible,0.77,19.974145,3103.0,2840.0,263.0,20,3,7,2,40.90114068441065,74.05585819282318
207.0,malasana,universidad,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.42520738897088,-3.7018931075093535,entire homeapt,2,1.0,1,1,real bed,100.0,700.0,3000.0,100.0,25.0,1,0,2,1125,3,3,3,10,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,0.61,24.990907,2880.0,2880.0,0.0,15,1,6,2,95.02906410791267,74.05585819282318
